,nama,jarak tempuh,nama dealer,rate,banyak review,harga
1375,2019 Mercedes-Benz AMG GLE 63 S 4MATIC Coupe,"66,342 mi.",House of Imports,4.7,"(1,756 reviews)","$63,733"
1376,2022 Mercedes-Benz S-Class S 500 4MATIC,"17,963 mi.",Mercedes-Benz of Temecula,4.0,"(1,397 reviews)","$91,992"
1377,2023 Mercedes-Benz AMG GT 43 Base,"2,304 mi.",Mercedes-Benz of Carlsbad,n/a,(418 reviews),"$119,800"
1378,2019 Mercedes-Benz GLS 450 Base 4MATIC,"36,093 mi.",Volkswagen of Quad Cities,4.8,(179 reviews),"$48,000"
1379,2020 Mercedes-Benz AMG E 53 Base 4MATIC,"14,629 mi.",Benzel-Busch Motor Car,4.5,"(5,263 reviews)","$63,000"
1380,2019 Mercedes-Benz S-Class S 450,"46,753 mi.",Mercedes-Benz of Arlington,4.8,"(2,382 reviews)","$52,995"
1381,2018 Mercedes-Benz S-Class S 560 4MATIC,"47,039 mi.",House of Imports,4.7,"(1,756 reviews)","$55,952"
1382,2022 Mercedes-Benz GLB 250 Base,"14,884 mi.",Mercedes-Benz of South Orlando,4.4,"(1,388 reviews)","$41,746"
1383,2020 Mercedes-Benz CLA 250 Base 4MATIC,"55,914 mi.",Mercedes-Benz of Lynnwood,4.4,(130 reviews),"$31,495"
1384,2021 Mercedes-Benz GLA 250 Base,"46,038 mi.",Mercedes-Benz of Orlando,4.7,(874 reviews),"$32,992"
1385,2022 Mercedes-Benz CLA 250 Base 4MATIC,"4,659 mi.",Mercedes-Benz of Wilmington,4.5,"(1,793 reviews)","$42,900"
1386,2020 Mercedes-Benz C-Class C 300 4MATIC,"37,461 mi.",Benzel-Busch Motor Car,4.5,"(5,263 reviews)","$32,994"
1387,2019 Mercedes-Benz S-Class S 560e,"35,678 mi.",RBM of Atlanta,4.1,"(1,028 reviews)","$66,518"
1388,2021 Mercedes-Benz AMG GLE 53 Base,"19,547 mi.",Mercedes-Benz of North Palm Beach,3.1,(50 reviews),"$75,000"
1389,2021 Mercedes-Benz AMG GLE 63 S-Model 4MATIC,"17,491 mi.",RBM of Atlanta,4.1,"(1,028 reviews)","$117,903"
1390,2020 Mercedes-Benz S-Class S 450,"51,174 mi.",Mercedes-Benz of Laguna Niguel,4.7,"(1,810 reviews)","$54,600"
1391,2023 Mercedes-Benz EQS 450+ Base,116 mi.,Mercedes-Benz of South Bay,4.5,"(1,836 reviews)","$95,993"
1392,2022 Mercedes-Benz CLA 250 Base 4MATIC,"4,600 mi.",Mercedes-Benz of Fredericksburg,4.7,(431 reviews),"$42,500"
1393,2019 Mercedes-Benz S-Class S 560 4MATIC,"10,772 mi.",Euro Motorcars Bethesda,4.6,(601 reviews),"$69,881"
1394,2022 Mercedes-Benz GLB 250 Base 4MATIC,"10,644 mi.",Mercedes-Benz of South Orlando,4.4,"(1,388 reviews)","$44,302"
1395,2022 Mercedes-Benz E-Class E 450 4MATIC,"6,040 mi.",Mercedes-Benz of Marietta,4.6,(582 reviews),"$64,999"
1396,2021 Mercedes-Benz AMG GLE 53 Base,"18,168 mi.",Mercedes-Benz of Hoffman Estates,4.6,"(1,182 reviews)","$90,999"
1397,2022 Mercedes-Benz CLA 250 Base,"29,446 mi.",Mercedes-Benz Of Henderson,4.9,"(1,716 reviews)","$38,492"
1398,2023 Mercedes-Benz GLS 450 4MATIC,100 mi.,Mercedes-Benz Of Bedford,4.7,(484 reviews),"$93,491"
1399,2022 Mercedes-Benz GLB 250 Base 4MATIC,"8,090 mi.",Mercedes-Benz of Morristown,4.8,(575 reviews),"$43,103"
1400,2022 Mercedes-Benz S-Class S 580 4MATIC,"11,288 mi.",W.I. Simonson Inc.,4.6,(886 reviews),"$109,998"
1401,2016 Mercedes-Benz S-Class S 550,"45,374 mi.",W.I. Simonson Inc.,4.6,(886 reviews),"$40,999"
1402,2021 Mercedes-Benz S-Class S 580 4MATIC,"22,955 mi.",House of Imports,4.7,"(1,756 reviews)","$94,840"
1403,2019 Mercedes-Benz S-Class S 560,"24,056 mi.",House of Imports,4.7,"(1,756 reviews)","$84,295"
1404,2021 Mercedes-Benz E-Class E 350,"29,418 mi.",House of Imports,4.7,"(1,756 reviews)","$46,991"
1405,2023 Mercedes-Benz AMG GLE 53 Base,"7,565 mi.",Mercedes-Benz of Chicago,4.8,"(1,327 reviews)","$85,990"
1406,2019 Mercedes-Benz S-Class S 450 4MATIC,"23,576 mi.",Mercedes-Benz of Arlington,4.8,"(2,382 reviews)","$62,995"
1407,2022 Mercedes-Benz GLC 300 Base,"11,570 mi.",Mercedes-Benz of Houston North,4.5,"(1,757 reviews)","$48,981"
1408,2020 Mercedes-Benz S-Class S 560,"29,236 mi.",W.I. Simonson Inc.,4.6,(886 reviews),"$66,999"
1409,2023 Mercedes-Benz GLE 350 Base,"3,890 mi.",Mercedes-Benz of Cary,4.9,"(1,794 reviews)","$62,750"
1410,2023 Mercedes-Benz S-Class S 580 4MATIC,"5,915 mi.",Fletcher Jones Motorcars - Newport Beach,4.9,"(5,346 reviews)","$129,894"
1411,2023 Mercedes-Benz EQS 450+ Base,"7,348 mi.",Fletcher Jones Motorcars - Newport Beach,4.9,"(5,346 reviews)","$89,894"
1412,2019 Mercedes-Benz S-Class S 450,"13,673 mi.",Mercedes-Benz of Arcadia,4.8,"(1,209 reviews)","$59,991"
1413,2019 Mercedes-Benz GLS 450 Base 4MATIC,"46,675 mi.",Mercedes-Benz of Cherry Hill,4.2,(508 reviews),"$47,295"
1414,2017 Mercedes-Benz S-Class S 550,"86,027 mi.","Jack Ingram Motors, Inc.",n/a,(63 reviews),"$41,997"
1415,2020 Mercedes-Benz GLE 350 ,"35,802 mi.",Mercedes-Benz of El Paso,n/a,(1 review),"$50,995"
